title,street,city,country_code,address_text,marker_icon,workplace_type,company_name,company_url,company_size,experience_level,latitude,longitude,published_at,remote_interview,id,employment_types,company_logo_url,skills,remote
BI Project Manager,Centrum,Warszawa,PL,"Centrum, Warszawa",pm,partly_remote,Majorel,https://www.majorel.com.pl/,1000+,mid,52.2293895,21.0131979,2022-01-10 08:48:00+00:00,False,majorel-bi-project-manager,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/292128ef833c997870ab7de754226e3fc786e92f.png?1622453147,"[{'name': 'PM', 'level': 3}]",False
Business Intelligence Analityk (Poznań i Warszawa),Centrum,Warszawa,PL,"Centrum, Warszawa",analytics,remote,Majorel,https://www.majorel.com.pl/,1000+,mid,52.2293887,21.0131979,2022-01-10 08:47:00+00:00,True,majorel-bi-analyst-warszawa,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/26adf30e3a04e41c807073ef05f40706cbf1d50f.png?1629455417,"[{'name': 'SQL', 'level': 3}, {'name': 'Inmon', 'level': 3}, {'name': 'Kimball', 'level': 3}]",True
SQL Developer,Roosevelta 18,Poznań,PL,"Roosevelta 18, Poznań",data,partly_remote,Majorel,https://www.majorel.com.pl/,1000+,junior,52.4094653,16.9118418,2022-01-10 08:47:00+00:00,True,majorel-junior-bi-developer,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/1d44ec6b6383791a68ef547fa036ef5823bae974.png?1628241357,"[{'name': 'SQL', 'level': 2}, {'name': 'English', 'level': 4}]",False
IT Service Desk Specialist,Roosevelta 18,Poznań,PL,"Roosevelta 18, Poznań",support,partly_remote,Majorel,https://www.majorel.com.pl/,1000+,junior,52.4094653,16.9118418,2022-01-10 08:47:00+00:00,True,majorel-it-service-desk-specialist,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/bcc046a82d5e3b850887031d282cf37a54789018.png?1628258186,"[{'name': 'MCP Certificate', 'level': 1}, {'name': 'IT Support', 'level': 2}]",False
Analityk danych BI,Roosevelta 18,Poznań,PL,"Roosevelta 18, Poznań",analytics,partly_remote,Majorel,https://www.majorel.com.pl/,1000+,mid,52.4094653,16.9118418,2022-01-10 08:47:00+00:00,True,majorel-analityk-danych-bi,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/b2a20924e417825e85b6d13899df05402e9b7f0a.png?1629977551,"[{'name': 'PowerQuery', 'level': 3}, {'name': 'DAX', 'level': 3}, {'name': 'SQL', 'level': 3}]",False
Data Scientist,Roosevelta 18,Poznań,PL,"Roosevelta 18, Poznań",data,partly_remote,Majorel,https://www.majorel.com.pl/,1000+,senior,52.4094653,16.9118418,2022-01-10 08:46:00+00:00,True,majorel-data-scientist,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/c0823e415af87496c65b03fae51a4426dd981a9d.png?1628087428,"[{'name': 'Pig', 'level': 4}, {'name': 'Hive', 'level': 4}, {'name': 'SQL', 'level': 4}]",False
Middleware Specialist,Warsaw Financial Center,Warszawa,PL,"Warsaw Financial Center, Warszawa",admin,partly_remote,BEC Poland,http://www.linkedin.com/company/bec-poland,400+,mid,52.2332154,21.0012313,2022-01-10 08:45:00+00:00,True,bec-poland-middleware-specialist,"[{'type': 'permanent', 'salary': None}, {'type': 'b2b', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/db1e73c727efd482048d716a80a206dd8e9ee44d.jpg?1641656480,"[{'name': 'English', 'level': 4}, {'name': 'IBM MQ', 'level': 4}, {'name': 'IBM WebSphere', 'level': 4}]",False
Salesforce Configuration Engineer,Centrum,Warszawa,PL,"Centrum, Warszawa",admin,remote,ForeFront,http://www.forefrontcorp.com,65-75,junior,52.2302091,21.0113922,2022-01-10 08:45:00+00:00,True,forefront-salesforce-configuration-engineer,"[{'type': 'b2b', 'salary': {'from': 1700, 'to': 3400, 'currency': 'usd'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/1880b8a7b6428ab91ac289e6eb33b93a88c8a690.jpg?1641480351,"[{'name': 'Salesforce Configuration', 'level': 2}, {'name': 'Salesforce', 'level': 2}]",True
Data Engineer,Królowej Jadwigi 43,Poznań,PL,"Królowej Jadwigi 43, Poznań",data,partly_remote,Majorel,https://www.majorel.com.pl/,1000+,senior,52.3989755,16.9314273,2022-01-10 08:45:00+00:00,False,majorel-data-engineer,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/6ec2273ac2b095033601c800fa3e78e899614236.png?1622453677,"[{'name': 'T-SQL', 'level': 3}, {'name': 'SQL', 'level': 4}]",False
Frontend Developer,ul. Sienkiewicza 3,Białystok,PL,"ul. Sienkiewicza 3, Białystok",javascript,remote,The Software House,http://www.tsh.io,200,mid,53.1327329,23.1604777,2022-01-10 08:20:08.466000+00:00,True,the-software-house-frontend-developer-bialystok,"[{'type': 'b2b', 'salary': {'from': 7500, 'to': 13500, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/d6b4d937d732100ad054cc133e329714d22616db.png?1637579384,"[{'name': 'React', 'level': 3}, {'name': 'ECMAScript 6', 'level': 3}, {'name': 'JavaScript', 'level': 3}]",True
